claim_id,log_file_name,section_number,parsed_values,source_table,source_cell,source_values_full_precision,comparison_rule_used,status,quantity_label,notes
F070,scratch_coder_interpretive_findings.md,F.10,"[""0.292""]",S3T002,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 6, point_estimate; analysis/scratch_coder_results/results.md::S3T002.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 10, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 10, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 10, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 10, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 10, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 10, source_value_string","[[""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055"", ""0.2921101465494055""]]",rounded,PASS,baseline purposes alpha ABC,
F071,scratch_coder_interpretive_findings.md,F.10,"[""0.292""]",S3T008,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 54, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r1 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 42, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 42, source_value_string","[[""0.29174237392340174"", ""0.29174237392340174"", ""0.29174237392340174"", ""0.29174237392340174""]]",rounded,PASS,hard-case purposes alpha ABC,
F072,scratch_coder_interpretive_findings.md,F.10,"[""0.526""]",S3T001,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 2, point_estimate; analysis/scratch_coder_results/results.md::S3T001.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 2, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 2, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 2, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 2, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 2, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 2, source_value_string","[[""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532"", ""0.5263372741925532""]]",rounded,PASS,baseline domains alpha ABC,
F073,scratch_coder_interpretive_findings.md,F.10,"[""0.462""]",S3T007,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 50, point_estimate; analysis/scratch_coder_results/results.md::S3T007.r1 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 34, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 34, source_value_string","[[""0.46228781652079254"", ""0.46228781652079254"", ""0.46228781652079254"", ""0.46228781652079254""]]",rounded,PASS,hard-case domains alpha ABC,
F074,scratch_coder_interpretive_findings.md,F.10,"[""-0.109"", ""-0.183"", ""-0.034""]",S3T008,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 54, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r5 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 46, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 46, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 54, ci_lower; analysis/scratch_coder_results/results.md::S3T008.r5 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 46, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 46, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 54, ci_upper; analysis/scratch_coder_results/results.md::S3T008.r5 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 46, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 46, interval_upper_string","[[""-0.10914312131233139"", ""-0.10914312131233139"", ""-0.10914312131233139"", ""-0.10914312131233139""], [""-0.1825290234577135"", ""-0.1825290234577135"", ""-0.1825290234577135"", ""-0.1825290234577135""], [""-0.0341923574470923"", ""-0.0341923574470923"", ""-0.0341923574470923"", ""-0.0341923574470923""]]",rounded,PASS,hard-case purposes delta_A,
F075,scratch_coder_interpretive_findings.md,F.10,"[""-0.114"", ""-0.182"", ""-0.046""]",S3T008,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 55, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r6 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 47, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 47, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 55, ci_lower; analysis/scratch_coder_results/results.md::S3T008.r6 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 47, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 47, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 55, ci_upper; analysis/scratch_coder_results/results.md::S3T008.r6 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 47, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 47, interval_upper_string","[[""-0.11382280128651179"", ""-0.11382280128651179"", ""-0.11382280128651179"", ""-0.11382280128651179""], [""-0.18151261576022823"", ""-0.18151261576022823"", ""-0.18151261576022823"", ""-0.18151261576022823""], [""-0.046104920386667046"", ""-0.046104920386667046"", ""-0.046104920386667046"", ""-0.046104920386667046""]]",rounded,PASS,hard-case purposes delta_B,
F076,scratch_coder_interpretive_findings.md,F.10,"[""-0.114"", ""-0.191"", ""-0.059""]",S3T008,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 57, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r8 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 49, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 49, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 57, ci_lower; analysis/scratch_coder_results/results.md::S3T008.r8 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 49, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 49, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 57, ci_upper; analysis/scratch_coder_results/results.md::S3T008.r8 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 49, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 49, interval_upper_string","[[""-0.11382280128651179"", ""-0.11382280128651179"", ""-0.11382280128651179"", ""-0.11382280128651179""], [""-0.19061601182254387"", ""-0.19061601182254387"", ""-0.19061601182254387"", ""-0.19061601182254387""], [""-0.05948533232203007"", ""-0.05948533232203007"", ""-0.05948533232203007"", ""-0.05948533232203007""]]",rounded,PASS,hard-case purposes delta_min,
F077,scratch_coder_interpretive_findings.md,F.11,"[""0.512"", ""0.300"", ""0.691""]",S2T001,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 10, point_estimate; analysis/scratch_coder_results/results.md::S2T001.r1 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 26, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 26, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 26, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 26, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 10, ci_lower; analysis/scratch_coder_results/results.md::S2T001.r1 interval_lower; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 26, interval_lower_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 26, interval_lower_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 26, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 26, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 10, ci_upper; analysis/scratch_coder_results/results.md::S2T001.r1 interval_upper; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 26, interval_upper_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 26, interval_upper_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 26, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 26, interval_upper_string","[[""0.5124552887072049"", ""0.5124552887072049"", ""0.5124552887072049"", ""0.5124552887072049"", ""0.5124552887072049"", ""0.5124552887072049""], [""0.2997067814586063"", ""0.2997067814586063"", ""0.2997067814586063"", ""0.2997067814586063"", ""0.2997067814586063"", ""0.2997067814586063""], [""0.6908777969018933"", ""0.6908777969018933"", ""0.6908777969018933"", ""0.6908777969018933"", ""0.6908777969018933"", ""0.6908777969018933""]]",rounded,PASS,baseline equity alpha ABC,
F078,scratch_coder_interpretive_findings.md,F.11,"[""0.654"", ""0.386"", ""0.843""]",S2T007,"analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 58, point_estimate; analysis/scratch_coder_results/results.md::S2T007.r1 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 58, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 58, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 58, ci_lower; analysis/scratch_coder_results/results.md::S2T007.r1 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 58, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 58, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_panel_results.csv::CSV row 58, ci_upper; analysis/scratch_coder_results/results.md::S2T007.r1 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 58, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 58, interval_upper_string","[[""0.653652879783533"", ""0.653652879783533"", ""0.653652879783533"", ""0.653652879783533""], [""0.38646342650027976"", ""0.38646342650027976"", ""0.38646342650027976"", ""0.38646342650027976""], [""0.8431372549019608"", ""0.8431372549019608"", ""0.8431372549019608"", ""0.8431372549019608""]]",rounded,PASS,hard-case equity alpha ABC,
F079,scratch_coder_interpretive_findings.md,F.11,"[""-0.115"", ""-0.330"", ""0.000""]",S2T007,"analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 61, point_estimate; analysis/scratch_coder_results/results.md::S2T007.r8 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 65, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 65, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 61, ci_lower; analysis/scratch_coder_results/results.md::S2T007.r8 interval_lower; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 65, interval_lower_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 65, interval_lower_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 61, ci_upper; analysis/scratch_coder_results/results.md::S2T007.r8 interval_upper; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 65, interval_upper_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 65, interval_upper_string","[[""-0.11455822957777184"", ""-0.11455822957777184"", ""-0.11455822957777184"", ""-0.11455822957777184""], [""-0.33012555322232656"", ""-0.33012555322232656"", ""-0.33012555322232656"", ""-0.33012555322232656""], [""0.0"", ""0.0"", ""0.0"", ""0.0""]]",rounded,PASS,hard-case equity delta_min,
F080,scratch_coder_interpretive_findings.md,F.11,"[""8""]",S2T017,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T017.r7 estimate","[[""8"", ""8""]]",exact,PASS,hard-case equity positive count,
F081,scratch_coder_interpretive_findings.md,F.11,"[""8"", ""8"", ""3"", ""3""]",S2T017,"analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, model_positive_n; analysis/scratch_coder_results/results.md::S2T017.r9 estimate; analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, human_majority_positive_n; analysis/scratch_coder_results/results.md::S2T017.r7 estimate; analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, fp; analysis/scratch_coder_results/results.md::S2T017.r3 estimate; analysis/outputs_validation_scratch_stage_b_20260825/tag_diagnostics.csv::CSV row 4, fn; analysis/scratch_coder_results/results.md::S2T017.r4 estimate","[[""8"", ""8""], [""8"", ""8""], [""3"", ""3""], [""3"", ""3""]]",exact,PASS,hard-case equity diagnostics,
F082,scratch_coder_interpretive_findings.md,F.22,"[""3"", ""4""]",S3T001/S3T007; S3T002/S3T008; S2T001/S2T007; S2T002/S2T008; same four dimension pairs,"minimum-component comparisons: analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 2, point_estimate; analysis/scratch_coder_results/results.md::S3T001.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 6, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 6, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 6, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 6, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 6, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 6, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 3, point_estimate; analysis/scratch_coder_results/results.md::S3T001.r6 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 7, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 7, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 7, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 7, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 7, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 7, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 4, point_estimate; analysis/scratch_coder_results/results.md::S3T001.r7 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 8, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 8, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 8, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 8, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 8, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 8, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 50, point_estimate; analysis/scratch_coder_results/results.md::S3T007.r5 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 38, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 38, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 51, point_estimate; analysis/scratch_coder_results/results.md::S3T007.r6 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 39, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 39, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 52, point_estimate; analysis/scratch_coder_results/results.md::S3T007.r7 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 40, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 40, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 6, point_estimate; analysis/scratch_coder_results/results.md::S3T002.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 14, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 14, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 14, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 14, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 14, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 14, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 7, point_estimate; analysis/scratch_coder_results/results.md::S3T002.r6 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 15, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 15, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 15, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 15, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 15, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 15, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 8, point_estimate; analysis/scratch_coder_results/results.md::S3T002.r7 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 16, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 16, source_value_string; analysis/figure_data/scratch_coder_figure_2.csv::CSV row 16, source_value_string; analysis/figure_data/scratch_coder_figure_2_sufficiency_sensitivity.csv::CSV row 16, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 16, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 16, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 54, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r5 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 46, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 46, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 55, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r6 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 47, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 47, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 56, point_estimate; analysis/scratch_coder_results/results.md::S3T008.r7 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 48, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 48, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 10, point_estimate; analysis/scratch_coder_results/results.md::S2T001.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 30, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 30, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 30, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 30, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 11, point_estimate; analysis/scratch_coder_results/results.md::S2T001.r6 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 31, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 31, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 31, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 31, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 12, point_estimate; analysis/scratch_coder_results/results.md::S2T001.r7 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 32, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 32, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 32, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 32, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 58, point_estimate; analysis/scratch_coder_results/results.md::S2T007.r5 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 62, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 62, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 59, point_estimate; analysis/scratch_coder_results/results.md::S2T007.r6 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 63, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 63, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 60, point_estimate; analysis/scratch_coder_results/results.md::S2T007.r7 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 64, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 64, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 14, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r5 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 22, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 22, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 15, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r6 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 23, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 23, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 23, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 23, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 16, point_estimate; analysis/scratch_coder_results/results.md::S2T002.r7 estimate; analysis/figure_data/scratch_coder_figure_1.csv::CSV row 24, source_value_string; analysis/figure_data/scratch_coder_figure_1_panel_agreement.csv::CSV row 24, source_value_string; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 24, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 24, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 62, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r5 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 54, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 54, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 63, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r6 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 55, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 55, source_value_string; analysis/outputs_validation_scratch_20260824/replacement_delta_results.csv::CSV row 64, point_estimate; analysis/scratch_coder_results/results.md::S2T008.r7 estimate; analysis/figure_data/scratch_coder_figure_4_baseline_hard_case.csv::CSV row 56, source_value_string; analysis/figure_data/scratch_coder_figure_6.csv::CSV row 56, source_value_string; dimension-pair count","[[""3""], [""4""]]",exact,PASS,dimensions whose minimum component changes baseline to hard-case,
F083,scratch_coder_interpretive_findings.md,F.16,"[""48"", ""5"", ""47""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 5, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 6, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 7, proportion_of_nonidentical_nonempty_pairs","[[""0.47727272727272729""], [""0.050000000000000003""], [""0.47272727272727272""]]",percentage,PASS,domains human composition,
F084,scratch_coder_interpretive_findings.md,F.16,"[""220""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 5, nonidentical_nonempty_pairs","[[""220""]]",exact,PASS,domains human eligible pairs,
F085,scratch_coder_interpretive_findings.md,F.16,"[""52"", ""8"", ""40""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 11, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 12, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 13, proportion_of_nonidentical_nonempty_pairs","[[""0.51758793969849248""], [""0.080402010050251257""], [""0.4020100502512563""]]",percentage,PASS,domains model-human composition,
F086,scratch_coder_interpretive_findings.md,F.16,"[""199""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 11, nonidentical_nonempty_pairs","[[""199""]]",exact,PASS,domains model-human eligible pairs,
F087,scratch_coder_interpretive_findings.md,F.16,"[""14"", ""<1"", ""86""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 17, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 18, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 19, proportion_of_nonidentical_nonempty_pairs","[[""0.13970588235294118""], [""0.0036764705882352941""], [""0.85661764705882348""]]",percentage,PASS,purposes human composition,
F088,scratch_coder_interpretive_findings.md,F.16,"[""272""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 17, nonidentical_nonempty_pairs","[[""272""]]",exact,PASS,purposes human eligible pairs,
F089,scratch_coder_interpretive_findings.md,F.16,"[""15"", ""1"", ""84""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 23, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 24, proportion_of_nonidentical_nonempty_pairs; analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 25, proportion_of_nonidentical_nonempty_pairs","[[""0.14814814814814814""], [""0.014814814814814815""], [""0.83703703703703702""]]",percentage,PASS,purposes model-human composition,
F090,scratch_coder_interpretive_findings.md,F.16,"[""270""]",disagreement_type_distribution.csv,"analysis/outputs_disagreement_types_20260909T084916Z/disagreement_type_distribution.csv::CSV row 23, nonidentical_nonempty_pairs","[[""270""]]",exact,PASS,purposes model-human eligible pairs,
