Record ID,Project ID,Title,gpt_status,domains_exact_match,domains_jaccard,purposes_exact_match,purposes_jaccard,covid_tag_match,disparities_tag_match,tag_set_match,any_tag_set_match,tag_only_disagreement,DISAGREE,fable_domains,gpt_domains,fable_purposes,gpt_purposes,fable_tags,gpt_tags,fable_rationale,gpt_rationale,gpt_validation_error,disagreement_layer
2025/101,2025/101,Family Finances: What difference does cash support for children make?,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Public Finance & Taxation",Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Poverty, Wealth & Living Standards because family finances and cash support for children (benefits) are the substantive focus; Policy Evaluation / Impact Analysis because the project asks what difference a deliberate cash-support policy makes to household outcomes; no tag because no demographic comparison or pandemic framing appears in the entry.","Assigned Poverty, Wealth & Living Standards and Public Finance & Taxation because the title asks about family finances and cash support for children, a fiscal transfer affecting household resources; Policy Evaluation / Impact Analysis because it asks what difference cash support makes, implying assessment of the effect of a public support intervention; no cross-cutting tag because no demographic-equity or COVID-19 lens is indicated.",,domains-only
2025/112,2025/112,Housekeeping for Wealthy Households in 21st century Britain,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Labour Market & Employment; Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards",Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies paid domestic housekeeping work and the spending of wealthy households using the Living Costs and Food Survey; Descriptive Monitoring because the visible operation is characterising the extent and pattern of housekeeping employment among wealthy households; no tag because no demographic-equity comparison or pandemic condition is central.","Assigned Poverty, Wealth & Living Standards because the title focuses on wealthy households and uses the Living Costs and Food Survey to study household expenditure/living-standard patterns; Descriptive Monitoring because the entry indicates characterising housekeeping among wealthy households rather than evaluating a policy or testing a specified exposure-outcome link; no tag because the lens is wealth rather than a demographic/equality group or COVID-19.",,domains-only
2025/118,2025/118,Deep dives into social mobility: a local perspective,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Labour Market & Employment; Education & Skills,Education & Skills; Health & Social Care; Labour Market & Employment,Life-Course / Trajectory Analysis; Descriptive Monitoring,Descriptive Monitoring; Life-Course / Trajectory Analysis,,,"Assigned Labour Market & Employment and Education & Skills because social mobility is studied through linked earnings (ASHE, LFS) and education/childhood datasets (Growing Up in England, school census, children in need); Life-Course / Trajectory Analysis because social mobility concerns progression from childhood circumstances to adult outcomes, with Descriptive Monitoring for the 'deep dives... local perspective' profiling of local variation; no tag because no demographic-equity or pandemic lens is evident.","Assigned Education & Skills, Health & Social Care, and Labour Market & Employment because the social-mobility project uses school absence/exclusion and census data, Children in Need/Children Looked After data, and ASHE/LFS employment and earnings data; Descriptive Monitoring and Life-Course / Trajectory Analysis because “deep dives” with a local perspective suggests profiling local social-mobility patterns while the Growing Up in England and earnings datasets support following mobility across childhood-to-adulthood pathways; no tag because the central comparison is local/social mobility rather than a demographic/equality group or COVID-19.",,domains-only
2025/122,2025/122,"A Comprehensive Analysis of Contextualised Admissions: Impacts on University Applications, Enrollment, and Academic and Labour Market Outcomes",ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Education & Skills because the project studies university admissions, applications, enrollment and subsequent academic and labour market outcomes of education pathways using LEO data; Policy Evaluation / Impact Analysis because it assesses the impacts of contextualised admissions, a named admissions policy; no tag because no demographic-equity comparison or pandemic condition is explicitly central.","Assigned Education & Skills and Labour Market & Employment because the title studies contextualised university admissions, applications, enrollment, academic outcomes and labour market outcomes using DfE Longitudinal Education Outcomes data; Policy Evaluation / Impact Analysis because it asks about the impacts of contextualised admissions; no tag because no demographic or COVID-19 lens is explicit.",,domains-only
2025/127,2025/127,Generic Matching project for quasi-experimental evaluations on the effects of interventions on youth employment,ok,False,0.5,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment; Data Infrastructure & Methodology,Methodological / Infrastructure Research; Policy Evaluation / Impact Analysis,Methodological / Infrastructure Research; Policy Evaluation / Impact Analysis,,,Assigned Labour Market & Employment because the interventions being evaluated target youth employment outcomes via LEO; Methodological / Infrastructure Research and Policy Evaluation / Impact Analysis because the project develops a generic matching approach to support quasi-experimental evaluations of named interventions; no tag because no equity or pandemic lens is central.,Assigned Labour Market & Employment and Data Infrastructure & Methodology because the title describes a generic matching project for evaluating youth employment interventions using Longitudinal Education Outcomes data; Methodological / Infrastructure Research and Policy Evaluation / Impact Analysis because it develops a matching approach for quasi-experimental evaluations of intervention effects; no tag because youth defines the study population but no demographic comparison or COVID-19 lens is explicit.,,domains-only
2025/130,2025/130,Who are our farming households? Developing a new farming-household typology using AD|ARC data,ok,False,0.5,True,1.0,True,True,True,True,False,True,Environment & Agriculture,Environment & Agriculture; Data Infrastructure & Methodology,Methodological / Infrastructure Research; Descriptive Monitoring,Methodological / Infrastructure Research; Descriptive Monitoring,,,Assigned Environment & Agriculture because the project studies farming households using the agricultural AD|ARC data collection; Methodological / Infrastructure Research and Descriptive Monitoring because the visible operation is developing a new farming-household typology and profiling who farming households are; no tag because no demographic-equity or pandemic lens is evident.,Assigned Environment & Agriculture and Data Infrastructure & Methodology because the title asks who farming households are and develops a new farming-household typology using Census/AD|ARC data; Methodological / Infrastructure Research and Descriptive Monitoring because it develops a typology while profiling farming households; no tag because no demographic-disparity or COVID-19 lens is explicit.,,domains-only
2025/132,2025/132,The Impacts of Welfare Conditionality on Underemployment,ok,False,0.5,True,1.0,True,True,True,True,False,True,"Labour Market & Employment; Poverty, Wealth & Living Standards",Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Labour Market & Employment because underemployment is the central outcome, and Poverty, Wealth & Living Standards because welfare conditionality in the benefits system is the substantive mechanism; Policy Evaluation / Impact Analysis because the project estimates the impacts of a deliberate welfare-conditionality policy; no tag because neither demographic comparison nor pandemic conditions are central.",Assigned Labour Market & Employment because the title focuses on impacts on underemployment; Policy Evaluation / Impact Analysis because welfare conditionality is a deliberate policy mechanism whose impacts are being assessed; no cross-cutting tag because COVID-19 or demographic/equality comparisons are not indicated.,,domains-only
2025/135,2025/135,Environmental predictors of educational and employment outcomes for children with special educational needs and disabilities,ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Labour Market & Employment,Outcome Tracking,Outcome Tracking,Demographic disparities / equity tag,Demographic disparities / equity tag,"Assigned Education & Skills because the project studies educational and subsequent employment outcomes of children with SEND using LEO data, an education-to-work question; Outcome Tracking because it links environmental predictors to downstream educational and employment outcomes without a named intervention or explicit prediction model; Demographic disparities / equity tag because outcomes for children with special educational needs and disabilities, an equality-relevant group, are central to the research question.",Assigned Education & Skills and Labour Market & Employment because the title studies educational and employment outcomes for children with special educational needs and disabilities using Longitudinal Education Outcomes data; Outcome Tracking because environmental predictors are linked to later education and employment outcomes; Demographic disparities / equity tag because children with SEND are an equality-relevant disability group central to the research question.,,domains-only
2025/143,2025/143,City of Sanctuary Evaluation Feasibility Study,ok,False,0.5,True,1.0,True,False,False,False,False,True,Migration & Demographics,Migration & Demographics; Crime & Justice,Policy Evaluation / Impact Analysis; Methodological / Infrastructure Research,Policy Evaluation / Impact Analysis; Methodological / Infrastructure Research,,Demographic disparities / equity tag,"Assigned Migration & Demographics because City of Sanctuary is an initiative concerned with welcoming refugees and asylum seekers; Policy Evaluation / Impact Analysis and Methodological / Infrastructure Research because the project is a feasibility study for evaluating this named initiative, combining evaluation design with methodological groundwork; no tag because the register entry does not show a central comparative equity question or pandemic framing.","Assigned Migration & Demographics and Crime & Justice because City of Sanctuary is a sanctuary/refugee-related initiative and the Crime Survey for England and Wales indicates crime, victimisation or public-safety outcomes; Policy Evaluation / Impact Analysis and Methodological / Infrastructure Research because the title is an evaluation feasibility study of a named initiative; Demographic disparities / equity tag because the sanctuary framing centres migrant or refugee populations.",,domains-only
2025/145,2025/145,Place level evaluation of the UK Shared Prosperity Fund,ok,False,0.75,True,1.0,True,True,True,True,False,True,Labour Market & Employment; Business & Productivity; Crime & Justice,Public Finance & Taxation; Labour Market & Employment; Business & Productivity; Crime & Justice,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Labour Market & Employment, Business & Productivity and Crime & Justice because the Shared Prosperity Fund evaluation draws on APS/ASHE (employment and earnings), the Business Structure Database (firms) and the Crime Survey (community safety outcomes); Policy Evaluation / Impact Analysis because the title is an explicit place-level evaluation of a named fund; no tag because no demographic-comparison or pandemic lens is central.","Assigned Public Finance & Taxation, Labour Market & Employment, Business & Productivity and Crime & Justice because the project evaluates the UK Shared Prosperity Fund using earnings/employment, business-structure and crime-survey datasets; Policy Evaluation / Impact Analysis because it is a place-level evaluation of a named public fund; no cross-cutting tags because no COVID-19 or demographic-equity lens is stated.",,domains-only
2025/149,2025/149,"Farm household Resilience, Income Source and Earnings (FARM-RISE)",ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,"Environment & Agriculture; Poverty, Wealth & Living Standards","Environment & Agriculture; Poverty, Wealth & Living Standards; Labour Market & Employment",Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Environment & Agriculture and Poverty, Wealth & Living Standards because FARM-RISE studies farm households' resilience, income sources and earnings, combining agriculture with household material resources; Descriptive Monitoring because the visible operation is profiling income sources, earnings and resilience of farm households using Census 2011 rather than testing an intervention; no tag because no demographic-comparison or pandemic framing is central.","Assigned Environment & Agriculture, Poverty, Wealth & Living Standards and Labour Market & Employment because the title focuses on farm households, income sources and earnings; Descriptive Monitoring because it appears to characterise resilience, income composition and earnings rather than evaluate a policy or test a specified intervention; no cross-cutting tags because no pandemic or demographic-equity comparison is indicated.",,domains-only
2025/155,2025/155,Mapping core skills in the UK labour market: a novel ML-powered approach,ok,False,0.5,True,1.0,True,True,True,True,False,True,Labour Market & Employment,Labour Market & Employment; Data Infrastructure & Methodology,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring; Methodological / Infrastructure Research,,,Assigned Labour Market & Employment because the project maps core skills across the UK labour market using the Annual Population Survey; Descriptive Monitoring and Methodological / Infrastructure Research because the operation combines profiling skills distributions with developing a novel machine-learning measurement approach; no tag because no equity or pandemic lens is central.,Assigned Labour Market & Employment and Data Infrastructure & Methodology because the title maps core skills in the UK labour market with a novel ML-powered approach using the Annual Population Survey; Descriptive Monitoring and Methodological / Infrastructure Research because it both maps skills patterns and develops or applies a novel measurement approach; no tag because no pandemic or demographic-equity lens is central.,,domains-only
2025/156,2025/156,Assessing the SocioEconomic Impact of Sizewell C Using Longitudinal Education and Employment Outcomes Data,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Labour Market & Employment; Education & Skills,Environment & Agriculture; Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,Assigned Labour Market & Employment and Education & Skills because the project assesses socioeconomic impacts through longitudinal education and employment outcomes in the LEO data; Policy Evaluation / Impact Analysis because it evaluates the impact of a specific named public investment (Sizewell C); no tag because no demographic comparison or pandemic framing is evident.,"Assigned Environment & Agriculture, Education & Skills and Labour Market & Employment because the title assesses the socioeconomic impact of the Sizewell C energy project using longitudinal education and employment outcomes data; Policy Evaluation / Impact Analysis because Sizewell C is a named infrastructure intervention whose impacts are being assessed; no tag because no COVID-19 or demographic-disparity lens is indicated.",,domains-only
2025/159,2025/159,"The Impact of longevity gaps on pensions progressivity in Spain, the United Kingdom and Denmark",ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,"Public Finance & Taxation; Poverty, Wealth & Living Standards","Migration & Demographics; Public Finance & Taxation; Poverty, Wealth & Living Standards",Outcome Tracking,Outcome Tracking,,,"Assigned Public Finance & Taxation and Poverty, Wealth & Living Standards because the project studies how longevity gaps affect the progressivity and distributional fairness of pension systems across three countries using earnings and household expenditure data; Outcome Tracking because it links a naturally occurring condition (differential longevity) to distributional pension outcomes; no tag because the comparison is socioeconomic/cross-national rather than centrally across a demographic equality group.","Assigned Migration & Demographics, Public Finance & Taxation and Poverty, Wealth & Living Standards because the title studies longevity gaps and pensions progressivity using population, earnings and living-cost datasets; Outcome Tracking because it assesses the impact of demographic longevity gaps on pension progressivity; no tag because the register entry does not specify a central demographic/equality comparison or COVID-19 lens.",,domains-only
2025/161,2025/161,The Postcode Lottery of Schooling: Understanding the Distinct Roles of Neighbourhood and School Effects in Geographical Educational Inequality,ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Housing & Planning,Outcome Tracking,Outcome Tracking,,,Assigned Education & Skills because the project studies geographical educational inequality using the Longitudinal Education Outcomes extract; Outcome Tracking because it disentangles the effects of neighbourhood and school exposures on educational outcomes; no tag because the inequality lens is geographic rather than demographic or pandemic-related.,"Assigned Education & Skills and Housing & Planning because the title examines schooling, educational inequality, and neighbourhood effects using Longitudinal Education Outcomes data; Outcome Tracking because it seeks to distinguish neighbourhood and school effects on educational inequality; no tag because the comparison is geographic rather than a specified demographic/equality or COVID-19 lens.",,domains-only
2025/165,2025/165,"Cities, income and wealth",ok,False,0.5,True,1.0,True,True,True,True,False,True,"Poverty, Wealth & Living Standards; Labour Market & Employment","Poverty, Wealth & Living Standards",Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because the project studies income, wealth and earnings (Wealth and Assets Survey, ASHE, Living Costs and Food Survey) across cities; Descriptive Monitoring because the visible operation is characterising the distribution of income and wealth across urban areas; no tag because the comparison is spatial rather than demographic or pandemic-framed.","Assigned Poverty, Wealth & Living Standards because the title centres income and wealth in cities and uses Living Costs, Understanding Society and Wealth and Assets data; Descriptive Monitoring because it appears to characterise city-level patterns in income and wealth; no tag because the central comparison is geographic rather than demographic or pandemic-related.",,domains-only
2025/176,2025/176,Internal Migration and Levelling Up,ok,False,0.5,True,1.0,True,True,True,True,False,True,Migration & Demographics; Labour Market & Employment,Migration & Demographics,Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Migration & Demographics because internal migration is the core object, and Labour Market & Employment because the LEO dataset links education to earnings and employment outcomes in the context of regional Levelling Up disparities; Descriptive Monitoring because the visible operation is characterising internal migration patterns in relation to regional inequality rather than evaluating a specific named intervention; no tag because no demographic-group or pandemic lens is central.",Assigned Migration & Demographics because the title is explicitly about internal migration in relation to Levelling Up using longitudinal outcomes data; Descriptive Monitoring because the visible operation is to characterise internal migration patterns relevant to the Levelling Up agenda rather than evaluate a specific intervention; no tag because no demographic or pandemic comparison is central.,,domains-only
2025/177,2025/177,"Social Environment, Mobility Patterns, and Public Health: A Multi-Scale Spatial Analysis across England and Wales",ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,Health & Social Care; Migration & Demographics,Outcome Tracking,Outcome Tracking,,,"Assigned Health & Social Care because public health outcomes are the research object, using the Public Health Research Database; Outcome Tracking because social environment and mobility patterns are analysed as naturally occurring exposures linked to health outcomes via census origin-destination and travel survey data; no tag because no demographic comparison or pandemic framing is central.","Assigned Health & Social Care and Migration & Demographics because the title links public health with mobility patterns using the Public Health Research Database, Census origin-destination data and the National Travel Survey; Outcome Tracking because it analyses social environment and mobility patterns as exposures associated with public-health outcomes; no tag because the entry does not centre demographic disparities or COVID-19.",,domains-only
2025/178,2025/178,Towns Fund Programme Evaluation,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Business & Productivity; Labour Market & Employment,Public Finance & Taxation; Business & Productivity; Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Business & Productivity and Labour Market & Employment because the Towns Fund targets local economic regeneration and the datasets cover business performance (Annual Business Survey, BRES) and labour-market outcomes (APS, ASHE); Policy Evaluation / Impact Analysis because the title explicitly names an evaluation of the Towns Fund programme; no tag because neither a demographic comparison nor pandemic framing is central.","Assigned Public Finance & Taxation, Business & Productivity, and Labour Market & Employment because the title evaluates the Towns Fund programme using business, employment, earnings, population and household datasets; Policy Evaluation / Impact Analysis because the project is explicitly a programme evaluation of a named public funding scheme; no tag because no demographic-equity or pandemic lens is stated.",,domains-only
2025/187,2025/187,Evaluation of the Project Gigabit Vouchers Scheme,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity,Business & Productivity; Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,Assigned Business & Productivity because firm-level outcomes of a broadband connectivity support scheme are analysed via the Business Structure Database and ASHE; Policy Evaluation / Impact Analysis because the project explicitly evaluates the named Project Gigabit Vouchers Scheme; no tag because no demographic or pandemic lens is present.,Assigned Business & Productivity and Labour Market & Employment because the Project Gigabit Vouchers Scheme is evaluated using the Business Structure Database and earnings data from ASHE; Policy Evaluation / Impact Analysis because the title explicitly describes an evaluation of a named voucher scheme; no cross-cutting tags because no demographic disparity or COVID-19 lens is indicated.,,domains-only
2025/190,2025/190,Understanding the Economic Returns of STEM and Non-STEM Education Disciplines.,ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Labour Market & Employment,Outcome Tracking,Outcome Tracking,,,"Assigned Education & Skills because the project studies the economic returns to STEM versus non-STEM education disciplines using LEO, where labour-market outcomes are used to study consequences of educational pathways; Outcome Tracking because it links a naturally occurring characteristic (discipline studied) to downstream earnings outcomes; no tag because no demographic or pandemic lens is central.",Assigned Education & Skills and Labour Market & Employment because the title studies economic returns to STEM and non-STEM education disciplines using Longitudinal Education Outcomes data; Outcome Tracking because it links education discipline to later economic returns; no cross-cutting tags because no demographic disparity or COVID-19 lens is indicated.,,domains-only
2025/200,2025/200,ADRW-MSC Investigating inequality and inequity in Wales through linked data methods,ok,False,0.0,True,1.0,True,True,True,True,False,True,Unclear from Register Entry,Migration & Demographics,Descriptive Monitoring,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Unclear from Register Entry for domain because 'inequality and inequity in Wales' does not specify which substantive outcome or system is studied and the census datasets are domain-agnostic; Descriptive Monitoring because the visible operation is investigating and characterising patterns of inequality across the Welsh population; Demographic disparities tag because comparing outcomes across population groups appears central to a census-based inequity investigation.,Assigned Migration & Demographics because the project investigates inequality and inequity in Wales using Census 2011 and 2021 population data; Descriptive Monitoring because the entry suggests characterising inequality patterns in census-linked data rather than evaluating an intervention; Demographic disparities / equity tag because inequality and inequity are central to the stated research question.,,domains-only
2025/206,2025/206,Regional audit of the South-West economy,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Labour Market & Employment; Business & Productivity,Labour Market & Employment; Education & Skills; Business & Productivity,Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Labour Market & Employment and Business & Productivity because a 'regional audit' of the South-West economy uses earnings, labour force, skills, FDI, innovation, and business R&D surveys to characterise both the workforce and firm activity; Descriptive Monitoring because an audit measures levels, composition, and patterns of a regional economy; no tag because no demographic-comparison or pandemic lens is central.","Assigned Labour Market & Employment, Education & Skills and Business & Productivity because a regional audit of the South-West economy uses earnings, labour-force, employer skills and training, FDI, innovation, business survey and R&D datasets; Descriptive Monitoring because an economic audit implies profiling regional economic, labour-market, skills and business characteristics; no cross-cutting tag because no demographic-disparity or COVID-19 lens is indicated.",,domains-only
2025/224,2025/224,Public Health Wales Linked Data Feasibility Hub,ok,False,0.5,True,1.0,True,True,True,True,False,True,Data Infrastructure & Methodology; Health & Social Care,Data Infrastructure & Methodology,Methodological / Infrastructure Research,Methodological / Infrastructure Research,,,"Assigned Data Infrastructure & Methodology and Health & Social Care because the project is a Public Health Wales linked data feasibility hub, making linkage feasibility for public health the substantive object; Methodological / Infrastructure Research because assessing feasibility of linked data is the central analytical operation; no tag because no demographic or pandemic lens is evident.",Assigned Data Infrastructure & Methodology because the title centres on a Linked Data Feasibility Hub using Census 2021 Wales data; Methodological / Infrastructure Research because the project is about feasibility and linked-data infrastructure; no cross-cutting tag because no demographic-equity or COVID-19 lens is explicit.,,domains-only
2025/236,2025/236,"Educational Sorting, Household Structure, and Inequality Among Heterosexual and Same-Sex Couples: Evidence from the 2021 UK Census",ok,False,0.5,True,1.0,True,True,True,True,False,True,Migration & Demographics,Education & Skills; Migration & Demographics,Descriptive Monitoring,Descriptive Monitoring,Demographic disparities / equity tag,Demographic disparities / equity tag,Assigned Migration & Demographics because the project analyses household structure and couple composition (educational sorting) from the 2021 Census population sample; Descriptive Monitoring because it characterises patterns of sorting and inequality across couple types rather than testing a policy or exposure; Demographic disparities / equity tag because comparison between heterosexual and same-sex couples is central to the research question.,"Assigned Education & Skills and Migration & Demographics because the title studies educational sorting, household structure, and couple composition using the 2021 UK Census; Descriptive Monitoring because it appears to characterise patterns of sorting, household structure, and inequality in census data; Demographic disparities / equity tag because the comparison between heterosexual and same-sex couples is central.",,domains-only
2025/238,2025/238,Two child limit and fertility,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,"Poverty, Wealth & Living Standards; Migration & Demographics",Migration & Demographics; Public Finance & Taxation,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Poverty, Wealth & Living Standards and Migration & Demographics because the project concerns the two-child limit benefit policy and its effect on fertility, using births registrations; Policy Evaluation / Impact Analysis because the exposure is a specific named welfare policy whose fertility impact is estimated; no tag because no demographic-comparison or pandemic lens is central.","Assigned Migration & Demographics and Public Finance & Taxation because the title studies fertility in relation to the two child limit, a benefits/fiscal-transfer policy, using births registrations; Policy Evaluation / Impact Analysis because the two child limit is a named policy whose effect on fertility is being analysed; no cross-cutting tag because no demographic equity or COVID-19 lens is indicated.",,domains-only
2025/240,2025/240,Brunel Regional Higher Education Audit: Small-Area Estimates from APS and LFS,ok,False,0.5,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Data Infrastructure & Methodology,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring; Methodological / Infrastructure Research,,,Assigned Education & Skills because the audit concerns regional higher education participation; Descriptive Monitoring and Methodological / Infrastructure Research because the project both profiles higher education across areas and centrally produces small-area estimates from APS and LFS as an estimation exercise; no tag because no demographic or pandemic lens is evident.,Assigned Education & Skills and Data Infrastructure & Methodology because the title concerns a regional higher education audit and small-area estimates from APS and LFS; Descriptive Monitoring and Methodological / Infrastructure Research because it profiles higher education regionally while producing small-area statistical estimates; no cross-cutting tag because no demographic equity or COVID-19 lens is indicated.,,domains-only
2025/243,2025/243,"The impact of timing of Special Educational Needs and Disabilities identification on education, employment, income, and benefit outcomes: A longitudinal analysis of pupils in England using linked administrative data.",ok,False,0.6666666666666666,True,1.0,True,False,False,False,False,True,Education & Skills; Labour Market & Employment,"Education & Skills; Labour Market & Employment; Poverty, Wealth & Living Standards",Outcome Tracking; Life-Course / Trajectory Analysis,Outcome Tracking; Life-Course / Trajectory Analysis,,Demographic disparities / equity tag,"Assigned Education & Skills and Labour Market & Employment because timing of SEND identification is linked to education, employment, income and benefit outcomes in LEO data; Outcome Tracking and Life-Course / Trajectory Analysis because the design links a naturally occurring exposure (identification timing) to downstream outcomes across pupils' longitudinal education-to-work pathways; no tag because SEND timing is the exposure rather than a central group comparison.","Assigned Education & Skills, Labour Market & Employment, and Poverty, Wealth & Living Standards because the title studies timing of SEND identification and later education, employment, income, and benefit outcomes using Longitudinal Education Outcomes data; Outcome Tracking and Life-Course / Trajectory Analysis because it links timing of SEND identification to downstream outcomes in a longitudinal pupil analysis; Demographic disparities / equity tag because SEND/disability identification is central to the comparison of outcomes.",,domains-only
2025/249,2025/249,Education and Financing: How Changes in Financial Support Shape University Enrolment and Students’ Labour Market Outcomes,ok,False,0.3333333333333333,True,1.0,True,True,True,True,False,True,Education & Skills,Education & Skills; Labour Market & Employment; Public Finance & Taxation,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Education & Skills because the project studies university enrolment and students' subsequent labour-market outcomes using LEO, with employment outcomes analysed as consequences of education financing; Policy Evaluation / Impact Analysis because it evaluates the effects of changes in student financial support; no tag because no demographic or pandemic lens is central.","Assigned Education & Skills, Labour Market & Employment and Public Finance & Taxation because the title studies financial support for university enrolment and students’ labour-market outcomes using LEO data; Policy Evaluation / Impact Analysis because it examines how changes in financial support shape outcomes; no tag because no demographic or COVID-19 lens is indicated.",,domains-only
2026/003,2026/003,Educational Child and Adolescent Population-level Prediction Modelling for First Episode Psychosis in Adulthood (ECAP-FEP Study),ok,False,0.5,True,1.0,True,True,True,True,False,True,Health & Social Care,Education & Skills; Health & Social Care,Risk Prediction / Early Identification,Risk Prediction / Early Identification,,,"Assigned Health & Social Care because first episode psychosis in adulthood is the substantive outcome, with education data serving as predictors via ECHILD; Risk Prediction / Early Identification because the title explicitly describes population-level prediction modelling to identify future psychosis risk; no tag because no equity or pandemic lens is central.",Assigned Education & Skills and Health & Social Care because the title uses educational child and adolescent information to predict first episode psychosis in adulthood using linked education and NHS data; Risk Prediction / Early Identification because “Prediction Modelling” for first episode psychosis is explicit; no tag because no demographic-equity or COVID-19 lens is explicit.,,domains-only
2026/005,2026/005,Measuring the Impacts of Climate Change on Inflation Inequality in the UK: an Experimental Consumer Price Index Approach.,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,"Environment & Agriculture; Poverty, Wealth & Living Standards","Environment & Agriculture; Poverty, Wealth & Living Standards; Data Infrastructure & Methodology",Outcome Tracking; Methodological / Infrastructure Research,Outcome Tracking; Methodological / Infrastructure Research,,,"Assigned Environment & Agriculture because climate change impacts are the exposure (with DEFRA data), and Poverty, Wealth & Living Standards because inflation inequality and cost-of-living effects on households are the outcome using the Living Costs and Food Survey; Outcome Tracking because climate change is linked to inflation inequality outcomes, and Methodological / Infrastructure Research because developing an experimental Consumer Price Index approach is itself a central operation; no tag because no demographic-equity or pandemic lens is central.","Assigned Environment & Agriculture, Poverty, Wealth & Living Standards and Data Infrastructure & Methodology because the title measures climate change impacts on inflation inequality through an experimental Consumer Price Index approach using DEFRA, expenditure and population datasets; Outcome Tracking and Methodological / Infrastructure Research because it links climate change to inflation inequality while developing or applying an experimental CPI measurement approach; no tag because the inequality framing is not explicitly demographic and COVID-19 is absent.",,domains-only
2026/018,2026/018,Market Research Society (MRS) Size of and Impact of Business of Evidence,ok,False,0.5,True,1.0,True,True,True,True,False,True,Business & Productivity; Labour Market & Employment,Business & Productivity,Descriptive Monitoring,Descriptive Monitoring,,,"Assigned Business & Productivity and Labour Market & Employment because the project measures the size and impact of the 'business of evidence' sector using business surveys (ABS, BERD, BSD) alongside employment sources (BRES, LFS); Descriptive Monitoring because sizing a sector and profiling its economic impact is a measurement/characterisation operation; no tag because no pandemic or demographic-equity lens is evident.","Assigned Business & Productivity because the title concerns the size and impact of the market-research/evidence business sector and the datasets include business, trade, R&D and employment-survey sources; Descriptive Monitoring because the project appears to measure sector size, composition and impact rather than evaluate a named intervention; no tag because neither COVID-19 nor demographic/equality comparison is central.",,domains-only
2026/021,2026/021,The effect of exposure to austerity on education and labour market outcomes,ok,False,0.6666666666666666,True,1.0,True,True,True,True,False,True,Education & Skills; Labour Market & Employment,Public Finance & Taxation; Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,,,"Assigned Education & Skills and Labour Market & Employment because the project studies education and labour market outcomes using LEO linked education-earnings data; Policy Evaluation / Impact Analysis because the exposure is austerity, a deliberate fiscal policy programme whose effects are being estimated; no tag because no demographic or pandemic lens is evident.","Assigned Public Finance & Taxation, Education & Skills and Labour Market & Employment because the title examines exposure to austerity as a fiscal-policy condition and its effects on education and labour-market outcomes using Longitudinal Education Outcomes data; Policy Evaluation / Impact Analysis because it asks about the effect of austerity policy exposure; no tag because no demographic/equality or COVID-19 comparison is central.",,domains-only
